Iteration	Lh	Tree No	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	Node01 - P(0,0)	Node01 - P(0,1)	Node01 - P(1,0)	Node01 - P(1,1)	
606000	-208.179218	67	0.652388	0.179611	2.486199	0.952567	1.779226	1.548313	1.412602	0.552474	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
607000	-208.546988	3	0.631150	0.190094	3.069399	0.807934	2.686148	2.018532	0.724471	0.114188	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
608000	-209.611486	99	0.420962	0.277331	2.534804	0.117903	3.217949	4.792820	1.799527	0.651089	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
609000	-210.942552	49	0.377137	0.151297	3.661730	0.406282	0.424347	1.275300	0.999645	1.032910	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
610000	-215.539284	98	0.581739	0.251292	3.666878	0.652791	12.756607	0.626955	1.715556	0.691068	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
611000	-211.091756	46	0.498627	0.092610	4.386692	0.459823	3.526036	2.557334	2.142399	0.181295	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
612000	-215.279538	78	1.069167	0.416240	2.847875	0.441125	6.388715	2.194295	0.783026	0.088247	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
613000	-215.426405	49	0.877992	0.518966	4.080361	0.035351	6.798457	7.603489	1.667390	0.240037	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
614000	-212.874471	99	1.072464	0.129594	3.825530	0.304521	4.434497	5.265512	1.130858	0.155796	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
615000	-211.982623	9	0.355810	0.148578	4.412480	0.278561	2.484423	1.596485	0.721548	0.930196	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
616000	-210.166531	67	0.266168	0.273456	1.546193	0.429615	1.221133	6.030581	1.532552	0.148627	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
617000	-211.862886	30	0.626274	0.153869	2.194801	0.370549	3.053196	5.274785	0.849035	0.046306	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
618000	-210.716158	3	0.703625	0.215066	5.249666	0.863681	3.402256	0.947460	1.254518	0.123166	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
619000	-211.817055	83	0.537868	0.338226	1.978784	0.313255	2.472851	4.003751	1.124885	0.565389	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
620000	-210.921978	100	0.669432	0.221737	2.715635	0.876813	2.607535	1.399478	1.019055	0.048241	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
621000	-206.547715	67	0.669332	0.155914	2.781903	0.115025	2.197938	5.808960	1.711969	0.002427	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
622000	-206.285564	67	0.581450	0.247172	2.207326	0.236655	1.429322	4.019388	0.789854	0.219921	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
623000	-216.865765	53	0.939076	0.507979	4.505274	0.863613	6.749292	1.243603	1.248278	0.465522	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
624000	-213.384347	53	0.820232	0.121238	3.892855	0.735968	1.252554	3.915108	2.242703	0.216454	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
625000	-211.694193	62	0.460188	0.262877	3.815585	0.657613	5.710601	2.233490	1.063586	0.508764	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
626000	-211.263293	64	0.729750	0.246579	4.534789	0.449895	2.687559	0.956468	1.514516	0.105498	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
627000	-209.316482	67	0.525875	0.167129	4.149023	0.640855	1.003261	5.306443	0.937517	0.740515	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
628000	-213.698991	33	0.528833	0.111362	2.790493	0.324901	3.987210	2.301180	2.127832	1.134205	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
629000	-212.296999	92	0.926593	0.124879	4.141542	1.117641	0.096605	0.410805	0.695037	0.846834	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
630000	-211.579966	29	0.580382	0.145057	1.986537	0.606808	0.320123	2.675301	1.595872	0.186001	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
631000	-214.947354	3	0.376958	0.230820	0.775434	1.005916	7.334437	2.123807	1.223013	0.298766	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
632000	-212.008806	77	0.526583	0.331288	2.384982	0.008367	4.035931	2.799301	0.769289	0.221826	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
633000	-210.901481	3	0.594107	0.164008	3.301825	1.073164	2.224225	3.299797	2.363058	0.493973	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
634000	-212.208968	31	0.731070	0.182028	4.073177	0.207681	6.469325	3.944736	1.374700	0.282539	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
635000	-209.544991	77	0.647944	0.177431	1.763918	0.494066	2.963951	1.504566	1.103686	0.064613	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
636000	-214.337481	81	0.707164	0.289189	6.273650	0.467034	6.762115	1.050055	1.612299	0.386751	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
637000	-212.570030	67	1.266151	0.128123	4.014305	1.049156	0.835589	1.061732	0.864457	0.381916	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
638000	-217.678401	83	0.225491	0.320715	2.681676	1.080883	1.384741	2.173733	1.853578	0.516656	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
639000	-211.327373	64	0.450308	0.242208	1.653815	0.147651	0.916071	3.498498	0.504909	0.278494	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
640000	-210.167708	25	0.474333	0.118916	2.314330	0.221012	4.054159	0.985515	0.923894	0.047396	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
641000	-209.477645	62	0.622735	0.254897	3.908843	0.368719	1.311870	3.211479	0.896573	0.162062	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
642000	-211.622059	49	0.796516	0.137477	3.605259	0.063333	5.210721	5.152775	1.223020	0.313009	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
643000	-208.504197	99	0.643592	0.233272	3.286573	0.550748	2.682010	4.725142	1.705044	0.000450	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
644000	-214.181499	49	0.405655	0.338999	1.520152	1.231754	3.534809	4.597816	1.461622	0.152980	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
645000	-208.389814	46	0.611988	0.315093	3.404185	0.175205	0.366221	5.378439	1.009908	0.020582	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
646000	-211.077974	72	0.718351	0.111784	2.590913	0.449330	0.388190	2.214421	1.766234	0.470053	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
647000	-218.639550	80	0.532287	0.513405	0.883801	0.216716	11.307027	3.033761	2.667117	0.104691	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
648000	-209.697398	67	0.563654	0.395306	2.206949	0.438953	6.673305	4.284865	0.695851	0.216538	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
649000	-213.693337	80	0.873984	0.089652	3.759852	0.739972	3.162459	1.671778	1.112735	1.135176	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
650000	-210.436530	88	0.864850	0.122539	4.096096	0.335285	0.761982	2.131570	0.993404	0.474450	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
651000	-211.856931	57	0.875426	0.090954	3.617942	0.147444	2.105545	4.579824	2.300917	0.009097	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
652000	-209.501336	33	0.545933	0.153211	2.213995	0.305395	4.746929	2.331332	1.222093	0.557736	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
653000	-209.422935	46	0.783079	0.148382	3.621958	0.035119	2.904084	4.589023	1.533151	0.058043	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
654000	-215.387704	83	0.523086	0.264722	2.674961	1.203463	1.362362	7.517868	0.830324	0.840495	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
655000	-209.585473	25	0.640283	0.169475	1.653940	0.126892	0.316606	5.061081	0.963220	0.297337	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
656000	-213.848300	67	0.140273	0.297083	4.466331	0.636495	7.923341	2.434261	2.060861	0.524596	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
657000	-214.765182	86	0.461372	0.117757	4.912447	0.666435	1.932298	6.556945	1.990807	0.007500	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
658000	-209.592387	49	0.448285	0.238367	2.195083	0.453964	4.517174	5.301210	1.712845	0.251414	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
659000	-213.997487	23	0.331772	0.174317	2.796810	0.199417	5.873732	4.693857	2.605015	0.331696	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
660000	-208.041082	3	0.556913	0.283323	3.151394	0.325543	3.492514	1.484900	1.221612	0.013356	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
661000	-213.981928	57	0.383814	0.288817	2.966851	0.839775	5.312037	6.047728	1.649093	0.411391	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
662000	-216.534056	4	0.570206	0.528488	5.295827	0.378710	7.139461	0.768621	1.861017	0.048150	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
663000	-211.583507	85	0.599987	0.158985	2.121600	1.043711	2.834806	0.602633	0.798954	0.233748	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
664000	-215.599133	46	0.399622	0.539899	2.930798	0.568261	15.743070	0.458204	1.954288	0.333277	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
665000	-212.953739	78	0.993608	0.153298	4.056055	0.988815	4.379589	1.129084	1.360041	0.262104	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
666000	-215.649938	50	0.453357	0.072725	3.710690	1.255871	2.788225	1.128971	1.477078	1.055937	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
667000	-209.444018	61	0.451672	0.138092	2.163096	0.353686	3.671116	5.021622	1.895441	0.137286	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
668000	-212.181691	99	0.667150	0.389136	3.566721	0.247561	4.104614	8.061330	1.425839	0.257431	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
669000	-205.719608	67	0.591646	0.211610	2.476186	0.262547	3.360095	3.342897	1.345857	0.214495	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
670000	-216.599525	40	0.353767	0.380784	2.093647	0.518296	14.459233	3.313453	0.910390	0.213117	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
671000	-212.345024	99	0.109492	0.113309	4.399205	0.827095	0.377855	3.159184	1.710227	0.532945	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
672000	-209.331419	57	0.561114	0.171211	2.133782	0.680814	1.282684	2.232957	1.175609	0.466646	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
673000	-209.519796	9	0.499438	0.280083	2.015329	0.410209	2.724477	7.071052	1.246181	0.016428	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
674000	-211.369047	67	0.417950	0.108305	2.465905	1.356209	2.685927	3.888930	2.785563	0.041628	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
675000	-214.437038	24	0.679000	0.400645	2.998790	0.043891	9.069359	3.804025	2.417879	0.374445	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
676000	-213.670507	99	1.175476	0.258095	4.494959	0.789169	5.899123	2.573864	1.166735	0.150574	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
677000	-211.764856	57	0.616102	0.050253	2.865899	0.972993	0.894543	2.108357	1.165374	0.147646	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
678000	-213.328411	92	1.229467	0.111003	3.905708	0.439739	3.820171	3.363141	1.692273	0.079737	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
679000	-211.314355	77	0.535526	0.250521	3.998378	0.398957	6.395588	0.449723	1.492447	0.256066	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
680000	-208.999944	46	0.752437	0.159734	2.617874	0.093273	3.366169	3.864183	1.436662	0.263268	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
681000	-206.716874	67	0.449610	0.188152	3.201988	0.464525	2.898716	2.330742	1.352475	0.104934	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
682000	-211.927771	92	0.671472	0.107871	4.187017	0.666502	6.452377	0.623048	0.730831	0.237063	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
683000	-213.737791	81	0.315994	0.111327	2.340385	0.592779	0.337947	6.508467	2.484513	0.298551	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
684000	-211.561286	51	0.535411	0.140578	3.052001	0.731285	3.906203	3.895220	1.525050	0.070732	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
685000	-212.397614	57	0.462012	0.279702	3.127080	0.567501	5.156501	4.304547	2.233111	0.485244	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
686000	-212.951825	92	0.958087	0.104172	4.789836	0.593584	0.287519	0.919551	0.216839	0.243004	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
687000	-210.318904	67	0.612421	0.224369	3.330141	0.418379	3.519227	0.357696	2.236795	0.157647	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
688000	-210.630150	88	0.576051	0.329697	2.070302	0.864924	2.369295	1.655926	0.864794	0.091018	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
689000	-211.183594	3	0.581835	0.099021	1.840005	1.244983	0.722229	4.048829	1.843376	0.613778	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
690000	-213.590733	67	0.573512	0.051809	2.717656	0.544635	3.299592	9.128200	0.850007	0.524442	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
691000	-209.718899	67	0.535474	0.370157	2.113272	0.046552	9.248183	4.991988	1.533281	0.359278	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
692000	-212.526779	31	0.620964	0.120378	2.569251	0.341450	6.367029	2.035645	0.678446	0.614548	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
693000	-209.316157	67	0.289246	0.125801	4.389910	0.421844	4.114292	1.234083	1.341811	0.615424	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
694000	-209.956305	65	0.538088	0.146873	2.906182	0.411784	1.318555	3.013316	1.398303	0.664318	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
695000	-214.149016	15	0.688925	0.202617	3.119583	1.094742	5.141846	1.107673	1.192559	0.304511	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
696000	-211.897102	62	0.554474	0.156309	3.198136	0.590491	7.868259	0.236151	1.447017	0.385973	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
697000	-213.257243	99	0.564486	0.037621	2.884961	0.593743	2.941223	5.774344	1.899355	0.441360	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
698000	-209.627563	67	0.668824	0.408559	3.317656	0.290700	4.294973	0.953034	0.720534	0.031414	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
699000	-212.361177	87	0.518438	0.124297	2.452892	1.237711	2.863807	2.082214	0.690204	0.359993	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
700000	-212.385288	25	0.478369	0.204145	3.152439	0.295241	7.285928	6.149198	1.771397	0.198912	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
701000	-212.752137	62	0.633960	0.108357	1.544326	0.729815	0.556335	3.658633	2.161426	0.122594	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
702000	-212.407891	92	0.429086	0.186828	1.664632	1.127846	5.910498	1.974589	0.556324	0.277696	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
703000	-211.158948	57	0.731802	0.269987	3.436518	0.914187	2.896965	2.064139	1.323041	0.218201	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
704000	-215.617282	27	0.591609	0.231691	4.860732	0.353146	8.193935	1.136961	1.249478	0.227488	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
705000	-211.205252	9	0.690816	0.090436	2.903948	0.343649	4.649832	5.539350	1.452611	0.248701	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
706000	-218.311087	40	0.571334	0.439633	2.399502	1.319930	9.406944	2.707560	3.065702	0.053611	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
707000	-208.273780	67	0.595790	0.100355	2.622177	0.874039	1.780940	0.724265	1.210144	1.002703	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
708000	-209.104840	78	0.477275	0.321987	2.521763	0.233678	3.684975	5.017034	1.481024	0.010176	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
709000	-214.957777	77	0.492338	0.628504	3.970518	0.352160	16.885027	0.160901	1.122461	0.483681	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
710000	-212.632352	100	0.906624	0.147893	3.986530	0.384860	2.539827	0.862729	0.515809	0.344471	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
711000	-208.845861	9	0.451308	0.312628	2.004234	0.223001	2.770060	3.897298	0.886301	0.215532	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
712000	-208.436116	67	0.750508	0.242835	3.992293	0.299463	1.729338	4.456993	1.856673	0.272913	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
713000	-213.032983	49	0.535696	0.429310	3.329342	1.002051	4.441522	2.298140	1.066982	0.094938	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
714000	-211.398144	49	0.687298	0.216494	3.176397	0.755564	3.749515	3.613058	1.539360	0.768536	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
715000	-213.277213	17	0.603892	0.321788	1.860914	0.489388	7.136616	3.773806	0.888434	0.066069	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
716000	-212.347693	3	0.437285	0.375234	3.286425	1.006088	6.400335	0.980489	1.794206	0.069636	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
717000	-209.685518	48	0.528893	0.152537	2.928762	0.698962	0.819833	4.060686	1.259680	0.497823	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
718000	-211.368195	49	0.671696	0.328559	4.302812	0.389423	0.442869	6.183969	1.666496	0.268093	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
719000	-212.574284	98	0.660894	0.317298	4.199939	0.714266	5.921975	0.367595	0.934601	0.075163	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
720000	-208.508063	67	0.621767	0.164044	3.231478	0.662683	1.067962	3.275849	0.933164	1.014913	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
721000	-211.010349	72	0.606717	0.137679	5.335843	0.297200	2.373886	0.509290	0.797776	0.324025	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
722000	-216.548777	75	0.782482	0.069278	2.265668	0.944329	3.925251	2.577353	0.859185	0.583081	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
723000	-213.128188	33	0.850504	0.205978	6.475140	0.540242	1.712649	1.306564	0.998199	0.648387	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
724000	-209.755988	67	0.516189	0.103500	4.352622	0.159554	2.100903	1.482653	1.364605	0.441340	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
725000	-215.227726	83	0.707904	0.101135	3.830717	1.590475	3.963130	2.525637	1.049951	0.259526	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
726000	-207.736766	67	0.529807	0.175298	3.539182	0.263629	0.480519	7.317275	0.933303	0.368589	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
727000	-210.235875	83	0.686046	0.327651	2.568483	0.063255	1.147944	5.409482	1.485974	0.138006	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
728000	-214.987930	64	0.375518	0.293485	2.549130	0.741287	7.131372	5.803266	2.221244	0.104948	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
729000	-212.145342	80	0.443403	0.266799	2.251918	1.011200	1.798593	3.881111	1.606510	0.341607	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
730000	-213.147565	23	0.533592	0.166889	2.750880	0.309709	0.722047	11.865756	1.327449	0.057672	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
731000	-206.723603	67	0.593633	0.344191	2.769149	0.237226	1.256609	3.911260	1.225669	0.102083	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
732000	-211.803019	77	0.756672	0.249561	4.201666	0.489047	0.886630	4.250464	1.557367	0.502312	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
733000	-207.780770	67	0.500765	0.081736	2.179815	0.207050	0.605253	3.660513	1.420848	0.079700	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
734000	-211.004634	9	0.485686	0.084421	2.779981	1.036708	2.812147	1.204725	1.587618	0.129584	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
735000	-211.580878	92	0.662198	0.189297	2.644669	0.252691	3.996506	5.022691	3.055916	0.196179	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
736000	-208.645399	99	0.501052	0.193932	2.726243	0.737388	2.731593	3.948856	1.313859	0.196587	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
737000	-213.897875	99	0.542300	0.523736	3.662861	0.283157	4.115042	7.406703	2.050790	0.253553	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
738000	-212.020468	72	1.128077	0.147138	3.916121	0.246658	4.249592	2.250301	1.188035	0.192991	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
739000	-214.285355	67	0.955173	0.446037	4.292459	0.797897	3.773600	2.493217	0.595549	0.357697	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
740000	-217.715879	85	1.100226	0.043230	3.825479	0.543139	2.377092	0.346553	0.291944	0.535727	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
741000	-210.948520	67	0.442145	0.107310	2.695180	0.217123	8.353235	3.913727	1.482941	0.275651	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
742000	-207.300683	49	0.567744	0.222518	2.080791	0.210320	0.114983	6.958986	1.115998	0.021115	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
743000	-221.393870	99	0.651146	3.942905	3.473623	0.164192	70.660620	1.598734	1.997454	0.306764	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
744000	-210.802981	92	0.795796	0.151018	5.700676	0.569842	0.730753	0.090848	0.884836	0.438152	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
745000	-210.066867	67	0.338153	0.236358	4.797936	0.264011	2.271300	3.760543	2.183744	0.175792	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
746000	-212.725157	65	0.326146	0.135949	1.939177	0.039823	6.461103	4.144694	1.070683	0.252208	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
747000	-212.535567	64	0.709472	0.354762	1.511984	0.306812	4.122700	4.672762	1.646668	0.025942	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
748000	-210.433224	53	0.766372	0.224677	2.175509	0.266945	0.393261	3.475036	1.476316	0.132708	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
749000	-212.555796	85	0.471025	0.326153	1.612143	0.459559	3.510980	3.751999	1.338477	0.424596	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
750000	-208.110075	9	0.585282	0.359167	2.529107	0.168336	5.665490	2.982935	1.298337	0.034599	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
751000	-213.272364	25	0.670162	0.234319	3.100603	0.270862	0.399913	8.460304	2.987103	0.467583	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
752000	-218.022751	86	0.747554	0.248579	5.318483	0.166928	0.003841	8.272115	0.793573	1.460753	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
753000	-211.304517	1	0.510196	0.098392	5.235099	0.411765	0.315902	0.055097	1.266695	0.208307	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
754000	-213.507526	14	0.503613	0.277007	2.345083	0.831737	0.698924	8.677766	1.735259	0.505247	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
755000	-212.754838	44	0.536046	0.177892	1.917767	0.711903	3.326768	3.955907	1.125610	0.443567	1.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
