Iteration,Lh,Tree No,No Off Parmeters,No Off Zero,Model string,Dep / InDep,q12,q13,q21,q24,q31,q34,q42,q43,"Root - P(0,0)","Root - P(0,1)","Root - P(1,0)","Root - P(1,1)","Node01 - P(0,0)","Node01 - P(0,1)","Node01 - P(1,0)","Node01 - P(1,1)"
2642000,-218.859654,86,2,1,'0 Z 1 0 0 0 0 0 ,D,0.899565,0,2.441779,0.899565,0.899565,0.899565,0.899565,0.899565,1,0,0,0,1,0,0,0
2643000,-218.40182,48,2,1,'0 Z 1 0 1 0 0 0 ,D,0.793578,0,2.723077,0.793578,2.723077,0.793578,0.793578,0.793578,1,0,0,0,1,0,0,0
2644000,-218.686345,85,2,2,'0 Z 1 0 Z 0 0 0 ,D,0.788058,0,2.398664,0.788058,0,0.788058,0.788058,0.788058,1,0,0,0,1,0,0,0
2645000,-216.186162,67,2,2,'0 Z 1 0 Z 0 0 0 ,D,0.639775,0,2.496457,0.639775,0,0.639775,0.639775,0.639775,1,0,0,0,1,0,0,0
2646000,-215.80542,99,2,3,'0 Z 1 0 Z Z 0 0 ,D,0.740852,0,4.31307,0.740852,0,0,0.740852,0.740852,1,0,0,0,1,0,0,0
2647000,-220.564048,12,2,2,'0 Z 1 0 0 Z 0 0 ,D,0.917767,0,4.725626,0.917767,0.917767,0,0.917767,0.917767,1,0,0,0,1,0,0,0
2648000,-216.033296,33,3,3,'2 Z 1 2 Z Z 0 0 ,D,0.415306,0,4.46482,0.415306,0,0,0.718907,0.718907,1,0,0,0,1,0,0,0
2649000,-217.974355,32,2,1,'0 Z 1 0 0 0 0 0 ,D,0.898794,0,3.803525,0.898794,0.898794,0.898794,0.898794,0.898794,1,0,0,0,1,0,0,0
2650000,-216.403082,3,2,2,'0 Z 1 0 Z 0 0 0 ,D,0.649917,0,5.432568,0.649917,0,0.649917,0.649917,0.649917,1,0,0,0,1,0,0,0
2651000,-219.845655,64,2,1,'0 Z 1 0 0 1 0 0 ,D,0.862163,0,5.024602,0.862163,0.862163,5.024602,0.862163,0.862163,1,0,0,0,1,0,0,0
2652000,-218.728265,80,2,2,'0 Z 1 0 Z 0 0 0 ,D,1.030193,0,5.364975,1.030193,0,1.030193,1.030193,1.030193,1,0,0,0,1,0,0,0
2653000,-218.764167,98,2,2,'0 Z 1 0 Z 0 0 0 ,D,0.809195,0,2.337985,0.809195,0,0.809195,0.809195,0.809195,1,0,0,0,1,0,0,0
2654000,-216.548233,99,2,1,'1 Z 0 1 1 1 1 1 ,D,0.930155,0,5.101169,0.930155,0.930155,0.930155,0.930155,0.930155,1,0,0,0,1,0,0,0
2655000,-216.62499,99,2,2,'1 Z 0 1 1 Z 1 1 ,D,0.689541,0,3.057771,0.689541,0.689541,0,0.689541,0.689541,1,0,0,0,1,0,0,0
2656000,-218.834434,48,2,1,'1 Z 0 0 1 1 0 1 ,D,0.672761,0,1.615548,1.615548,0.672761,0.672761,1.615548,0.672761,1,0,0,0,1,0,0,0
2657000,-214.633079,67,2,1,'0 Z 1 0 0 0 0 0 ,D,0.865202,0,2.999695,0.865202,0.865202,0.865202,0.865202,0.865202,1,0,0,0,1,0,0,0
2658000,-217.00389,67,2,2,'1 Z 0 1 1 Z 1 1 ,D,0.90424,0,6.506777,0.90424,0.90424,0,0.90424,0.90424,1,0,0,0,1,0,0,0
2659000,-218.013604,74,2,1,'1 Z 0 1 1 1 1 1 ,D,0.715359,0,3.97852,0.715359,0.715359,0.715359,0.715359,0.715359,1,0,0,0,1,0,0,0
2660000,-221.862216,90,2,2,'1 Z 0 1 1 Z 1 1 ,D,0.682279,0,3.965261,0.682279,0.682279,0,0.682279,0.682279,1,0,0,0,1,0,0,0
2661000,-222.438547,67,1,1,'0 Z 0 0 0 0 0 0 ,D,0.911438,0,0.911438,0.911438,0.911438,0.911438,0.911438,0.911438,1,0,0,0,1,0,0,0
2662000,-217.414664,78,2,2,'1 Z 0 1 Z 1 1 1 ,D,0.903419,0,4.486113,0.903419,0,0.903419,0.903419,0.903419,1,0,0,0,1,0,0,0
2663000,-215.100342,67,2,2,'1 Z 0 1 Z 1 1 1 ,D,0.880641,0,4.985464,0.880641,0,0.880641,0.880641,0.880641,1,0,0,0,1,0,0,0
2664000,-215.247268,67,2,2,'1 Z 0 1 Z 1 1 1 ,D,0.807913,0,5.316025,0.807913,0,0.807913,0.807913,0.807913,1,0,0,0,1,0,0,0
2665000,-216.134467,3,2,2,'1 Z 0 1 Z 0 1 1 ,D,0.858325,0,2.960839,0.858325,0,2.960839,0.858325,0.858325,1,0,0,0,1,0,0,0
2666000,-212.010826,67,2,1,'0 0 1 0 1 1 0 Z ,D,0.499276,0.499276,1.996904,0.499276,1.996904,1.996904,0.499276,0,1,0,0,0,1,0,0,0
2667000,-214.387496,88,2,1,'1 1 0 1 Z 1 1 1 ,D,0.218908,0.218908,5.254218,0.218908,0,0.218908,0.218908,0.218908,1,0,0,0,1,0,0,0
2668000,-213.742427,21,2,1,'0 0 1 0 1 Z 0 0 ,D,0.394677,0.394677,4.70514,0.394677,4.70514,0,0.394677,0.394677,1,0,0,0,1,0,0,0
2669000,-212.286352,67,2,1,'0 0 1 0 0 Z 0 0 ,D,0.326732,0.326732,3.833988,0.326732,0.326732,0,0.326732,0.326732,1,0,0,0,1,0,0,0
2670000,-214.508447,67,2,1,'0 0 1 0 Z 1 0 0 ,D,0.404857,0.404857,4.215823,0.404857,0,4.215823,0.404857,0.404857,1,0,0,0,1,0,0,0
2671000,-213.100647,25,2,0,'0 0 1 0 1 0 0 0 ,D,0.354685,0.354685,4.22244,0.354685,4.22244,0.354685,0.354685,0.354685,1,0,0,0,1,0,0,0
2672000,-214.734243,33,2,0,'0 0 1 0 1 1 0 0 ,D,0.43779,0.43779,3.626148,0.43779,3.626148,3.626148,0.43779,0.43779,1,0,0,0,1,0,0,0
2673000,-216.323971,74,2,1,'1 1 0 1 0 0 1 Z ,D,0.542424,0.542424,3.458909,0.542424,3.458909,3.458909,0.542424,0,1,0,0,0,1,0,0,0
2674000,-210.911705,67,2,1,'1 1 0 1 0 Z 1 1 ,D,0.342171,0.342171,3.477109,0.342171,3.477109,0,0.342171,0.342171,1,0,0,0,1,0,0,0
2675000,-212.828461,3,3,0,'0 0 1 0 2 0 0 0 ,D,0.22424,0.22424,4.825587,0.22424,2.771704,0.22424,0.22424,0.22424,1,0,0,0,1,0,0,0
2676000,-214.871839,14,2,1,'0 0 1 0 1 1 0 Z ,D,0.477763,0.477763,2.614672,0.477763,2.614672,2.614672,0.477763,0,1,0,0,0,1,0,0,0
2677000,-216.546626,14,2,1,'0 0 1 0 0 1 0 Z ,D,0.430041,0.430041,3.598556,0.430041,0.430041,3.598556,0.430041,0,1,0,0,0,1,0,0,0
2678000,-212.072637,11,3,1,'0 2 1 2 0 1 0 Z ,D,0.605844,0.16943,2.027893,0.16943,0.605844,2.027893,0.605844,0,1,0,0,0,1,0,0,0
2679000,-214.721495,3,2,0,'0 0 1 0 1 1 0 0 ,D,0.522393,0.522393,3.151928,0.522393,3.151928,3.151928,0.522393,0.522393,1,0,0,0,1,0,0,0
2680000,-208.8395,72,3,1,'0 1 2 1 1 2 0 Z ,D,0.580977,0.152506,3.44471,0.152506,0.152506,3.44471,0.580977,0,1,0,0,0,1,0,0,0
2681000,-207.054575,67,3,2,'0 2 1 2 Z 1 0 Z ,D,0.819879,0.129805,3.646372,0.129805,0,3.646372,0.819879,0,1,0,0,0,1,0,0,0
2682000,-212.941989,8,2,1,'0 0 1 0 1 1 1 Z ,D,0.283479,0.283479,2.135506,0.283479,2.135506,2.135506,2.135506,0,1,0,0,0,1,0,0,0
2683000,-206.516304,67,3,1,'1 2 0 2 0 0 0 Z ,D,0.505206,0.138166,2.099336,0.138166,2.099336,2.099336,2.099336,0,1,0,0,0,1,0,0,0
2684000,-208.662572,67,3,1,'1 1 2 1 2 2 0 Z ,D,0.317582,0.317582,1.907764,0.317582,1.907764,1.907764,1.036493,0,1,0,0,0,1,0,0,0
2685000,-211.734124,3,2,1,'0 0 1 0 1 1 1 Z ,D,0.216999,0.216999,2.107014,0.216999,2.107014,2.107014,2.107014,0,1,0,0,0,1,0,0,0
2686000,-211.670863,33,2,1,'0 0 1 0 1 1 1 Z ,D,0.380134,0.380134,2.639069,0.380134,2.639069,2.639069,2.639069,0,1,0,0,0,1,0,0,0
2687000,-213.956284,1,3,1,'1 1 0 1 0 0 2 Z ,D,0.270758,0.270758,2.905609,0.270758,2.905609,2.905609,0.954662,0,1,0,0,0,1,0,0,0
2688000,-212.015257,81,3,1,'1 1 2 1 0 2 0 Z ,D,0.323223,0.323223,1.950818,0.323223,1.82042,1.950818,1.82042,0,1,0,0,0,1,0,0,0
2689000,-209.175604,67,2,1,'0 0 1 0 1 1 1 Z ,D,0.332887,0.332887,2.155789,0.332887,2.155789,2.155789,2.155789,0,1,0,0,0,1,0,0,0
2690000,-211.357897,99,2,1,'0 0 1 0 1 1 1 Z ,D,0.245562,0.245562,2.844791,0.245562,2.844791,2.844791,2.844791,0,1,0,0,0,1,0,0,0
2691000,-211.058589,99,2,1,'0 0 1 0 1 1 1 Z ,D,0.366349,0.366349,1.862969,0.366349,1.862969,1.862969,1.862969,0,1,0,0,0,1,0,0,0
2692000,-216.453408,99,3,1,'0 0 1 0 2 2 1 Z ,D,0.33517,0.33517,2.315959,0.33517,9.571376,9.571376,2.315959,0,1,0,0,0,1,0,0,0
2693000,-214.200567,87,2,1,'0 0 1 0 1 1 1 Z ,D,0.342497,0.342497,3.247357,0.342497,3.247357,3.247357,3.247357,0,1,0,0,0,1,0,0,0
2694000,-214.983511,13,2,1,'0 0 1 0 1 1 1 Z ,D,0.230853,0.230853,1.855933,0.230853,1.855933,1.855933,1.855933,0,1,0,0,0,1,0,0,0
2695000,-213.912254,99,2,1,'0 0 1 0 1 1 0 Z ,D,0.46527,0.46527,2.879735,0.46527,2.879735,2.879735,0.46527,0,1,0,0,0,1,0,0,0
2696000,-214.224144,92,2,0,'0 0 1 0 0 1 0 0 ,D,0.354134,0.354134,1.92986,0.354134,0.354134,1.92986,0.354134,0.354134,1,0,0,0,1,0,0,0
2697000,-213.29747,14,3,1,'2 0 1 2 2 Z 2 0 ,D,1.014507,0.163611,3.195723,1.014507,1.014507,0,1.014507,0.163611,1,0,0,0,1,0,0,0
2698000,-212.20365,67,2,2,'1 1 0 1 Z Z 1 1 ,D,0.310178,0.310178,4.447774,0.310178,0,0,0.310178,0.310178,1,0,0,0,1,0,0,0
2699000,-211.141764,88,3,2,'1 2 0 1 Z Z 1 1 ,D,0.756437,0.022409,3.174716,0.756437,0,0,0.756437,0.756437,1,0,0,0,1,0,0,0
2700000,-207.916295,67,3,1,'1 2 0 1 1 Z 1 1 ,D,0.70812,0.054016,3.341698,0.70812,0.70812,0,0.70812,0.70812,1,0,0,0,1,0,0,0
2701000,-210.245399,48,3,1,'1 2 0 1 2 Z 1 1 ,D,0.476292,0.122688,2.689487,0.476292,0.122688,0,0.476292,0.476292,1,0,0,0,1,0,0,0
2702000,-219.381416,82,2,1,'1 1 0 1 1 1 1 Z ,D,0.456143,0.456143,4.265423,0.456143,0.456143,0.456143,0.456143,0,1,0,0,0,1,0,0,0
2703000,-210.507635,99,2,1,'1 1 0 1 0 0 0 Z ,D,0.277841,0.277841,2.588944,0.277841,2.588944,2.588944,2.588944,0,1,0,0,0,1,0,0,0
2704000,-215.497237,61,2,0,'0 0 1 0 1 1 1 0 ,D,0.455221,0.455221,2.515486,0.455221,2.515486,2.515486,2.515486,0.455221,1,0,0,0,1,0,0,0
2705000,-211.210137,49,2,1,'1 1 0 1 0 0 0 Z ,D,0.286116,0.286116,2.211591,0.286116,2.211591,2.211591,2.211591,0,1,0,0,0,1,0,0,0
2706000,-210.65199,99,2,1,'0 0 1 0 1 1 1 Z ,D,0.368492,0.368492,2.149272,0.368492,2.149272,2.149272,2.149272,0,1,0,0,0,1,0,0,0
2707000,-212.524306,80,2,1,'0 0 1 0 1 1 1 Z ,D,0.306031,0.306031,2.758374,0.306031,2.758374,2.758374,2.758374,0,1,0,0,0,1,0,0,0
2708000,-210.541591,67,2,1,'0 0 1 0 1 1 1 Z ,D,0.341278,0.341278,1.431472,0.341278,1.431472,1.431472,1.431472,0,1,0,0,0,1,0,0,0
2709000,-212.814815,92,2,1,'1 1 0 1 0 0 0 Z ,D,0.287302,0.287302,1.358014,0.287302,1.358014,1.358014,1.358014,0,1,0,0,0,1,0,0,0
2710000,-211.859288,99,2,1,'0 0 1 0 1 1 1 Z ,D,0.367215,0.367215,1.589313,0.367215,1.589313,1.589313,1.589313,0,1,0,0,0,1,0,0,0
2711000,-212.858449,67,2,0,'0 0 1 0 0 1 0 0 ,D,0.29694,0.29694,3.664695,0.29694,0.29694,3.664695,0.29694,0.29694,1,0,0,0,1,0,0,0
2712000,-215.76132,88,2,1,'0 0 1 0 Z 0 0 0 ,D,0.30202,0.30202,2.560252,0.30202,0,0.30202,0.30202,0.30202,1,0,0,0,1,0,0,0
2713000,-218.764079,57,2,1,'0 0 1 0 0 Z 0 0 ,D,0.35727,0.35727,1.893943,0.35727,0.35727,0,0.35727,0.35727,1,0,0,0,1,0,0,0
2714000,-211.934577,67,3,0,'2 1 0 2 2 2 2 1 ,D,0.731982,0.368648,3.638123,0.731982,0.731982,0.731982,0.731982,0.368648,1,0,0,0,1,0,0,0
2715000,-213.46718,88,2,1,'1 1 0 1 0 Z 1 1 ,D,0.484212,0.484212,4.146453,0.484212,4.146453,0,0.484212,0.484212,1,0,0,0,1,0,0,0
2716000,-212.918713,25,2,1,'1 1 0 1 0 Z 1 1 ,D,0.36692,0.36692,4.088266,0.36692,4.088266,0,0.36692,0.36692,1,0,0,0,1,0,0,0
2717000,-213.781939,80,2,1,'0 0 1 0 1 Z 0 0 ,D,0.455062,0.455062,4.412819,0.455062,4.412819,0,0.455062,0.455062,1,0,0,0,1,0,0,0
2718000,-214.281064,34,2,1,'0 0 1 0 1 Z 0 0 ,D,0.326317,0.326317,4.635911,0.326317,4.635911,0,0.326317,0.326317,1,0,0,0,1,0,0,0
2719000,-214.227655,74,2,0,'0 0 1 0 1 0 0 0 ,D,0.307546,0.307546,4.609879,0.307546,4.609879,0.307546,0.307546,0.307546,1,0,0,0,1,0,0,0
2720000,-216.218104,21,2,0,'0 0 1 0 1 1 0 0 ,D,0.316238,0.316238,3.945804,0.316238,3.945804,3.945804,0.316238,0.316238,1,0,0,0,1,0,0,0
2721000,-214.77241,4,2,1,'0 0 1 0 0 1 0 Z ,D,0.336487,0.336487,2.746735,0.336487,0.336487,2.746735,0.336487,0,1,0,0,0,1,0,0,0
2722000,-212.739935,3,2,1,'0 0 1 0 Z 0 0 0 ,D,0.213124,0.213124,4.4162,0.213124,0,0.213124,0.213124,0.213124,1,0,0,0,1,0,0,0
2723000,-211.458631,3,2,0,'0 0 1 0 1 0 0 0 ,D,0.35894,0.35894,4.241811,0.35894,4.241811,0.35894,0.35894,0.35894,1,0,0,0,1,0,0,0
2724000,-214.459653,72,3,0,'0 2 1 1 1 1 1 0 ,D,0.57123,0.178183,1.698728,1.698728,1.698728,1.698728,1.698728,0.57123,1,0,0,0,1,0,0,0
2725000,-216.212256,67,2,1,'0 1 0 0 0 0 0 Z ,D,1.006483,0.130336,1.006483,1.006483,1.006483,1.006483,1.006483,0,1,0,0,0,1,0,0,0
2726000,-212.228446,99,2,1,'0 0 1 0 1 1 1 Z ,D,0.353784,0.353784,1.474745,0.353784,1.474745,1.474745,1.474745,0,1,0,0,0,1,0,0,0
2727000,-211.385056,92,2,1,'0 0 1 0 1 1 1 Z ,D,0.323994,0.323994,1.855184,0.323994,1.855184,1.855184,1.855184,0,1,0,0,0,1,0,0,0
2728000,-209.737619,67,2,1,'1 1 0 1 0 0 0 Z ,D,0.387965,0.387965,2.499637,0.387965,2.499637,2.499637,2.499637,0,1,0,0,0,1,0,0,0
2729000,-213.043872,88,2,1,'1 1 0 1 0 0 0 Z ,D,0.394384,0.394384,3.143711,0.394384,3.143711,3.143711,3.143711,0,1,0,0,0,1,0,0,0
2730000,-214.429416,97,4,2,'2 2 3 Z 0 0 1 Z ,D,0.422078,0.422078,4.209285,0,3.943263,3.943263,2.213069,0,1,0,0,0,1,0,0,0
2731000,-212.720736,57,2,1,'0 0 1 0 1 1 0 Z ,D,0.360136,0.360136,2.104117,0.360136,2.104117,2.104117,0.360136,0,1,0,0,0,1,0,0,0
2732000,-215.073929,88,2,0,'0 0 1 0 1 1 0 0 ,D,0.397479,0.397479,4.064696,0.397479,4.064696,4.064696,0.397479,0.397479,1,0,0,0,1,0,0,0
2733000,-213.252745,25,3,2,'0 0 2 0 Z 1 0 Z ,D,0.372829,0.372829,1.965815,0.372829,0,3.859259,0.372829,0,1,0,0,0,1,0,0,0
2734000,-212.944286,3,2,0,'0 0 1 0 1 1 0 0 ,D,0.386113,0.386113,2.029922,0.386113,2.029922,2.029922,0.386113,0.386113,1,0,0,0,1,0,0,0
2735000,-212.83531,67,3,0,'0 0 2 0 1 0 0 0 ,D,0.461095,0.461095,3.942869,0.461095,16.045738,0.461095,0.461095,0.461095,1,0,0,0,1,0,0,0
2736000,-212.9251,88,3,1,'0 0 1 0 2 Z 0 0 ,D,0.441084,0.441084,4.398254,0.441084,11.880911,0,0.441084,0.441084,1,0,0,0,1,0,0,0
2737000,-213.559779,48,2,1,'1 1 0 1 0 Z 1 1 ,D,0.275363,0.275363,4.271426,0.275363,4.271426,0,0.275363,0.275363,1,0,0,0,1,0,0,0
2738000,-215.254991,3,3,1,'0 0 2 0 1 Z 0 0 ,D,0.236337,0.236337,3.15183,0.236337,8.62403,0,0.236337,0.236337,1,0,0,0,1,0,0,0
2739000,-213.883506,67,2,1,'0 0 1 0 1 0 0 Z ,D,0.427169,0.427169,2.568675,0.427169,2.568675,0.427169,0.427169,0,1,0,0,0,1,0,0,0
2740000,-211.81635,3,2,0,'0 0 1 0 1 0 0 0 ,D,0.412148,0.412148,4.016841,0.412148,4.016841,0.412148,0.412148,0.412148,1,0,0,0,1,0,0,0
2741000,-214.512162,88,3,1,'0 0 1 2 1 Z 0 2 ,D,0.425104,0.425104,5.785176,0.36383,5.785176,0,0.425104,0.36383,1,0,0,0,1,0,0,0
2742000,-212.062,67,4,0,'0 0 2 3 1 0 3 3 ,D,0.360052,0.360052,3.74717,0.564522,13.501685,0.360052,0.564522,0.564522,1,0,0,0,1,0,0,0
2743000,-214.66261,3,2,1,'0 0 1 0 0 Z 0 0 ,D,0.399438,0.399438,3.429325,0.399438,0.399438,0,0.399438,0.399438,1,0,0,0,1,0,0,0
2744000,-217.904446,49,2,2,'0 0 1 0 1 Z 0 Z ,D,0.331428,0.331428,5.040274,0.331428,5.040274,0,0.331428,0,1,0,0,0,1,0,0,0
2745000,-216.039188,38,4,1,'0 0 1 0 3 2 0 Z ,D,0.452076,0.452076,2.151303,0.452076,2.655219,1.803768,0.452076,0,1,0,0,0,1,0,0,0
2746000,-215.38677,86,3,0,'0 0 1 0 2 0 0 0 ,D,0.472618,0.472618,3.766469,0.472618,11.972117,0.472618,0.472618,0.472618,1,0,0,0,1,0,0,0
2747000,-211.471142,67,3,0,'0 0 1 0 2 0 0 0 ,D,0.470623,0.470623,4.565752,0.470623,8.183245,0.470623,0.470623,0.470623,1,0,0,0,1,0,0,0
2748000,-210.827796,72,3,0,'1 2 0 1 1 0 1 1 ,D,0.742697,0.136535,2.626786,0.742697,0.742697,2.626786,0.742697,0.742697,1,0,0,0,1,0,0,0
2749000,-213.551673,61,2,1,'0 0 1 0 1 1 1 Z ,D,0.205082,0.205082,2.165927,0.205082,2.165927,2.165927,2.165927,0,1,0,0,0,1,0,0,0
2750000,-210.55713,3,2,1,'0 0 1 0 1 1 1 Z ,D,0.377008,0.377008,2.377893,0.377008,2.377893,2.377893,2.377893,0,1,0,0,0,1,0,0,0
2751000,-215.741914,39,2,1,'0 0 1 0 1 1 1 Z ,D,0.311947,0.311947,1.73186,0.311947,1.73186,1.73186,1.73186,0,1,0,0,0,1,0,0,0
2752000,-211.961111,3,2,1,'0 0 1 0 1 1 1 Z ,D,0.226784,0.226784,2.851692,0.226784,2.851692,2.851692,2.851692,0,1,0,0,0,1,0,0,0
2753000,-214.373722,33,2,0,'0 0 1 0 1 1 1 0 ,D,0.436887,0.436887,2.603395,0.436887,2.603395,2.603395,2.603395,0.436887,1,0,0,0,1,0,0,0
2754000,-213.480351,9,2,0,'1 1 0 1 0 1 1 1 ,D,0.448114,0.448114,4.668418,0.448114,4.668418,0.448114,0.448114,0.448114,1,0,0,0,1,0,0,0
2755000,-209.455519,92,3,2,'2 0 1 2 Z Z 2 2 ,D,0.594783,0.107193,4.604572,0.594783,0,0,0.594783,0.594783,1,0,0,0,1,0,0,0
2756000,-213.896599,67,2,1,'1 1 0 1 1 Z 1 1 ,D,0.1661,0.1661,4.568181,0.1661,0.1661,0,0.1661,0.1661,1,0,0,0,1,0,0,0
2757000,-216.519018,17,2,1,'0 0 1 0 1 Z 0 0 ,D,0.349803,0.349803,5.403318,0.349803,5.403318,0,0.349803,0.349803,1,0,0,0,1,0,0,0
2758000,-212.474885,67,2,2,'0 0 1 0 Z Z 0 0 ,D,0.209603,0.209603,4.606343,0.209603,0,0,0.209603,0.209603,1,0,0,0,1,0,0,0
2759000,-214.182873,4,3,1,'1 1 0 1 2 Z 1 1 ,D,0.444918,0.444918,3.525729,0.444918,6.406144,0,0.444918,0.444918,1,0,0,0,1,0,0,0
2760000,-213.598873,1,2,1,'1 1 0 1 0 0 0 Z ,D,0.351379,0.351379,1.978765,0.351379,1.978765,1.978765,1.978765,0,1,0,0,0,1,0,0,0
2761000,-212.52646,61,2,1,'1 1 0 1 0 0 0 Z ,D,0.401721,0.401721,2.321169,0.401721,2.321169,2.321169,2.321169,0,1,0,0,0,1,0,0,0
2762000,-210.25802,99,2,1,'1 1 0 1 0 0 0 Z ,D,0.320039,0.320039,2.32287,0.320039,2.32287,2.32287,2.32287,0,1,0,0,0,1,0,0,0
2763000,-214.624788,34,2,1,'0 0 1 0 1 1 1 Z ,D,0.461799,0.461799,2.578743,0.461799,2.578743,2.578743,2.578743,0,1,0,0,0,1,0,0,0
2764000,-209.602902,67,2,1,'0 0 1 0 1 1 1 Z ,D,0.25789,0.25789,2.297061,0.25789,2.297061,2.297061,2.297061,0,1,0,0,0,1,0,0,0
2765000,-211.397304,67,3,1,'0 0 2 0 1 1 0 Z ,D,0.427893,0.427893,1.476541,0.427893,4.073765,4.073765,0.427893,0,1,0,0,0,1,0,0,0
2766000,-214.903842,41,2,1,'0 0 1 0 1 1 0 Z ,D,0.41029,0.41029,2.334915,0.41029,2.334915,2.334915,0.41029,0,1,0,0,0,1,0,0,0
2767000,-211.547876,88,3,1,'0 2 1 0 2 1 2 Z ,D,0.574301,0.111129,2.025364,0.574301,0.111129,2.025364,0.111129,0,1,0,0,0,1,0,0,0
2768000,-213.424616,3,2,2,'0 0 1 0 Z 1 0 Z ,D,0.307488,0.307488,4.172909,0.307488,0,4.172909,0.307488,0,1,0,0,0,1,0,0,0
2769000,-209.855525,57,3,1,'0 2 1 0 1 1 0 Z ,D,0.750017,0.220054,2.329886,0.750017,2.329886,2.329886,0.750017,0,1,0,0,0,1,0,0,0
2770000,-212.27636,67,3,0,'0 0 2 0 1 0 0 0 ,D,0.327791,0.327791,4.493242,0.327791,10.334333,0.327791,0.327791,0.327791,1,0,0,0,1,0,0,0
2771000,-211.713425,3,3,0,'0 0 2 0 1 0 0 0 ,D,0.44589,0.44589,3.393406,0.44589,5.686659,0.44589,0.44589,0.44589,1,0,0,0,1,0,0,0
2772000,-215.451993,3,2,2,'0 Z 1 0 Z 0 0 0 ,D,0.745917,0,4.809049,0.745917,0,0.745917,0.745917,0.745917,1,0,0,0,1,0,0,0
2773000,-218.691125,33,2,1,'0 Z 1 0 0 0 0 0 ,D,0.888015,0,6.586914,0.888015,0.888015,0.888015,0.888015,0.888015,1,0,0,0,1,0,0,0
2774000,-217.342942,92,2,3,'1 Z 0 1 Z Z 1 1 ,D,0.670687,0,2.61714,0.670687,0,0,0.670687,0.670687,1,0,0,0,1,0,0,0
2775000,-212.477507,33,2,0,'1 1 0 1 0 1 1 1 ,D,0.309621,0.309621,4.191968,0.309621,4.191968,0.309621,0.309621,0.309621,1,0,0,0,1,0,0,0
2776000,-213.121908,3,2,1,'0 0 1 0 Z 0 0 0 ,D,0.298312,0.298312,5.005431,0.298312,0,0.298312,0.298312,0.298312,1,0,0,0,1,0,0,0
2777000,-212.813538,88,2,1,'1 1 0 1 0 0 1 Z ,D,0.397749,0.397749,3.145323,0.397749,3.145323,3.145323,0.397749,0,1,0,0,0,1,0,0,0
2778000,-215.786873,85,2,1,'0 0 1 0 0 Z 0 0 ,D,0.216236,0.216236,4.803324,0.216236,0.216236,0,0.216236,0.216236,1,0,0,0,1,0,0,0
2779000,-210.974235,72,3,2,'0 2 1 2 Z 1 0 Z ,D,0.762534,0.212536,5.284376,0.212536,0,5.284376,0.762534,0,1,0,0,0,1,0,0,0
2780000,-209.239649,99,4,0,'0 2 1 0 2 3 0 2 ,D,0.668998,0.120885,3.95235,0.668998,0.120885,2.070439,0.668998,0.120885,1,0,0,0,1,0,0,0
2781000,-213.539587,49,2,0,'1 1 0 1 1 1 1 1 ,D,0.27212,0.27212,4.014477,0.27212,0.27212,0.27212,0.27212,0.27212,1,0,0,0,1,0,0,0
2782000,-212.806177,99,3,1,'1 1 0 1 2 Z 1 1 ,D,0.427328,0.427328,3.988371,0.427328,9.285131,0,0.427328,0.427328,1,0,0,0,1,0,0,0
2783000,-219.983758,6,3,0,'0 0 1 0 2 0 0 0 ,D,0.710399,0.710399,4.447317,0.710399,8.34528,0.710399,0.710399,0.710399,1,0,0,0,1,0,0,0
2784000,-213.335725,46,2,1,'0 0 1 0 1 Z 0 0 ,D,0.418054,0.418054,4.303469,0.418054,4.303469,0,0.418054,0.418054,1,0,0,0,1,0,0,0
2785000,-215.099612,88,2,1,'0 0 1 0 1 1 0 Z ,D,0.29576,0.29576,4.020601,0.29576,4.020601,4.020601,0.29576,0,1,0,0,0,1,0,0,0
2786000,-214.633472,88,2,0,'0 0 1 0 1 1 1 0 ,D,0.399265,0.399265,3.04687,0.399265,3.04687,3.04687,3.04687,0.399265,1,0,0,0,1,0,0,0
2787000,-217.926737,30,2,1,'0 0 1 0 1 1 1 Z ,D,0.586898,0.586898,2.641233,0.586898,2.641233,2.641233,2.641233,0,1,0,0,0,1,0,0,0
2788000,-210.627365,99,2,1,'0 0 1 0 1 1 1 Z ,D,0.281449,0.281449,2.716066,0.281449,2.716066,2.716066,2.716066,0,1,0,0,0,1,0,0,0
2789000,-212.669353,25,2,1,'0 0 1 0 1 1 1 Z ,D,0.366704,0.366704,3.128086,0.366704,3.128086,3.128086,3.128086,0,1,0,0,0,1,0,0,0
2790000,-209.868598,67,2,1,'0 0 1 0 1 1 1 Z ,D,0.402643,0.402643,2.016897,0.402643,2.016897,2.016897,2.016897,0,1,0,0,0,1,0,0,0
2791000,-214.379446,49,2,1,'1 1 0 1 0 0 0 Z ,D,0.4843,0.4843,1.629705,0.4843,1.629705,1.629705,1.629705,0,1,0,0,0,1,0,0,0
2792000,-214.336723,67,3,1,'0 0 1 0 2 Z 0 0 ,D,0.449714,0.449714,5.632373,0.449714,14.532784,0,0.449714,0.449714,1,0,0,0,1,0,0,0
2793000,-211.585693,40,3,1,'1 2 0 1 Z 1 1 1 ,D,0.615245,0.153206,4.830172,0.615245,0,0.615245,0.615245,0.615245,1,0,0,0,1,0,0,0
