Iteration,Lh,Tree No,No Off Parmeters,No Off Zero,Model string,Dep / InDep,q12,q13,q21,q24,q31,q34,q42,q43,"Root - P(0,0)","Root - P(0,1)","Root - P(1,0)","Root - P(1,1)","Node01 - P(0,0)","Node01 - P(0,1)","Node01 - P(1,0)","Node01 - P(1,1)"
8493000,-212.843522,3,2,1,'1 1 0 1 1 0 1 Z ,D,0.32309,0.32309,3.092079,0.32309,0.32309,3.092079,0.32309,0,1,0,0,0,1,0,0,0
8494000,-214.950411,67,2,1,'0 0 1 0 1 0 1 Z ,D,0.415585,0.415585,1.632696,0.415585,1.632696,0.415585,1.632696,0,1,0,0,0,1,0,0,0
8495000,-216.689305,49,2,1,'1 1 0 0 0 0 0 Z ,D,0.343852,0.343852,1.179483,1.179483,1.179483,1.179483,1.179483,0,1,0,0,0,1,0,0,0
8496000,-214.148598,3,2,1,'0 0 1 0 0 1 0 Z ,D,0.205945,0.205945,4.294172,0.205945,0.205945,4.294172,0.205945,0,1,0,0,0,1,0,0,0
8497000,-213.890348,85,3,1,'0 0 1 0 2 Z 0 0 ,D,0.385281,0.385281,3.494224,0.385281,6.641092,0,0.385281,0.385281,1,0,0,0,1,0,0,0
8498000,-212.00979,67,2,1,'0 0 1 0 1 Z 0 0 ,D,0.421422,0.421422,3.047918,0.421422,3.047918,0,0.421422,0.421422,1,0,0,0,1,0,0,0
8499000,-215.538576,92,2,0,'0 0 1 0 1 0 0 0 ,D,0.323798,0.323798,5.922611,0.323798,5.922611,0.323798,0.323798,0.323798,1,0,0,0,1,0,0,0
8500000,-214.454755,57,2,2,'0 0 1 0 Z Z 0 0 ,D,0.233109,0.233109,4.737334,0.233109,0,0,0.233109,0.233109,1,0,0,0,1,0,0,0
8501000,-210.463121,46,3,1,'0 2 1 0 0 Z 0 2 ,D,0.578008,0.13035,2.675574,0.578008,0.578008,0,0.578008,0.13035,1,0,0,0,1,0,0,0
8502000,-212.29287,9,2,1,'1 1 0 1 0 Z 1 1 ,D,0.338475,0.338475,4.233709,0.338475,4.233709,0,0.338475,0.338475,1,0,0,0,1,0,0,0
8503000,-211.44931,67,2,1,'0 0 1 0 1 1 0 Z ,D,0.487117,0.487117,2.752027,0.487117,2.752027,2.752027,0.487117,0,1,0,0,0,1,0,0,0
8504000,-210.882969,3,2,1,'0 0 1 0 1 1 1 Z ,D,0.393951,0.393951,2.62462,0.393951,2.62462,2.62462,2.62462,0,1,0,0,0,1,0,0,0
8505000,-213.420482,9,2,0,'1 1 0 1 0 1 1 1 ,D,0.455402,0.455402,4.12459,0.455402,4.12459,0.455402,0.455402,0.455402,1,0,0,0,1,0,0,0
8506000,-213.867814,74,2,1,'0 0 1 0 1 Z 0 0 ,D,0.377525,0.377525,3.978252,0.377525,3.978252,0,0.377525,0.377525,1,0,0,0,1,0,0,0
8507000,-215.672925,87,2,0,'0 0 1 0 1 1 0 0 ,D,0.423334,0.423334,3.221946,0.423334,3.221946,3.221946,0.423334,0.423334,1,0,0,0,1,0,0,0
8508000,-214.909214,72,2,0,'0 0 1 0 1 1 0 0 ,D,0.329224,0.329224,3.131236,0.329224,3.131236,3.131236,0.329224,0.329224,1,0,0,0,1,0,0,0
8509000,-214.090491,9,2,0,'0 0 1 0 1 0 0 0 ,D,0.462441,0.462441,5.080994,0.462441,5.080994,0.462441,0.462441,0.462441,1,0,0,0,1,0,0,0
8510000,-214.036621,82,2,0,'0 0 1 0 1 0 0 0 ,D,0.314723,0.314723,4.06443,0.314723,4.06443,0.314723,0.314723,0.314723,1,0,0,0,1,0,0,0
8511000,-214.473111,67,3,1,'0 0 1 0 2 0 0 Z ,D,0.706001,0.706001,2.24126,0.706001,13.600454,0.706001,0.706001,0,1,0,0,0,1,0,0,0
8512000,-213.970299,99,2,1,'0 0 1 0 1 Z 0 0 ,D,0.363311,0.363311,5.334707,0.363311,5.334707,0,0.363311,0.363311,1,0,0,0,1,0,0,0
8513000,-213.43625,92,2,0,'1 1 0 1 0 1 1 1 ,D,0.45991,0.45991,4.317585,0.45991,4.317585,0.45991,0.45991,0.45991,1,0,0,0,1,0,0,0
8514000,-216.372355,26,3,0,'1 1 2 1 0 1 1 1 ,D,0.358702,0.358702,5.189569,0.358702,2.652452,0.358702,0.358702,0.358702,1,0,0,0,1,0,0,0
8515000,-212.313251,67,2,1,'0 0 1 0 1 Z 0 0 ,D,0.507486,0.507486,4.765685,0.507486,4.765685,0,0.507486,0.507486,1,0,0,0,1,0,0,0
8516000,-215.801898,58,2,1,'0 0 1 0 0 1 0 Z ,D,0.350855,0.350855,2.918389,0.350855,0.350855,2.918389,0.350855,0,1,0,0,0,1,0,0,0
8517000,-210.138528,49,3,1,'2 0 1 2 1 Z 2 2 ,D,0.584175,0.240522,3.976836,0.584175,3.976836,0,0.584175,0.584175,1,0,0,0,1,0,0,0
8518000,-211.105006,86,3,1,'2 0 1 2 Z 2 2 0 ,D,0.525859,0.104294,3.834696,0.525859,0,0.525859,0.525859,0.104294,1,0,0,0,1,0,0,0
8519000,-211.253413,67,2,1,'1 1 0 1 0 Z 1 1 ,D,0.274458,0.274458,3.772088,0.274458,3.772088,0,0.274458,0.274458,1,0,0,0,1,0,0,0
8520000,-217.492313,92,2,2,'0 0 1 0 1 Z 0 Z ,D,0.50632,0.50632,4.182992,0.50632,4.182992,0,0.50632,0,1,0,0,0,1,0,0,0
8521000,-213.318978,92,2,1,'0 0 1 0 0 1 0 Z ,D,0.323806,0.323806,3.162497,0.323806,0.323806,3.162497,0.323806,0,1,0,0,0,1,0,0,0
8522000,-214.554663,49,2,2,'0 0 1 0 Z 1 0 Z ,D,0.291559,0.291559,4.755441,0.291559,0,4.755441,0.291559,0,1,0,0,0,1,0,0,0
8523000,-211.900967,67,2,1,'0 0 1 0 0 1 0 Z ,D,0.290132,0.290132,2.125019,0.290132,0.290132,2.125019,0.290132,0,1,0,0,0,1,0,0,0
8524000,-211.736043,92,3,0,'2 0 1 2 1 1 2 2 ,D,0.808281,0.205093,2.481608,0.808281,2.481608,2.481608,0.808281,0.808281,1,0,0,0,1,0,0,0
8525000,-210.707639,67,2,1,'1 1 0 1 0 0 1 Z ,D,0.388637,0.388637,2.629709,0.388637,2.629709,2.629709,0.388637,0,1,0,0,0,1,0,0,0
8526000,-217.713279,23,2,0,'1 1 0 1 0 0 1 1 ,D,0.500074,0.500074,1.954299,0.500074,1.954299,1.954299,0.500074,0.500074,1,0,0,0,1,0,0,0
8527000,-213.464375,67,2,0,'0 0 1 0 0 0 0 0 ,D,0.402447,0.402447,4.073902,0.402447,0.402447,0.402447,0.402447,0.402447,1,0,0,0,1,0,0,0
8528000,-216.238657,8,2,2,'0 0 1 0 Z 1 0 Z ,D,0.317021,0.317021,1.655654,0.317021,0,1.655654,0.317021,0,1,0,0,0,1,0,0,0
8529000,-215.442744,37,2,1,'1 1 0 1 0 0 0 Z ,D,0.225026,0.225026,2.531388,0.225026,2.531388,2.531388,2.531388,0,1,0,0,0,1,0,0,0
8530000,-210.601779,67,3,1,'1 1 2 1 0 0 2 Z ,D,0.242104,0.242104,2.63497,0.242104,5.086967,5.086967,2.63497,0,1,0,0,0,1,0,0,0
8531000,-211.271822,88,2,1,'1 1 0 1 0 0 0 Z ,D,0.30785,0.30785,2.492233,0.30785,2.492233,2.492233,2.492233,0,1,0,0,0,1,0,0,0
8532000,-211.294452,49,2,1,'1 1 0 1 0 0 0 Z ,D,0.308042,0.308042,1.95231,0.308042,1.95231,1.95231,1.95231,0,1,0,0,0,1,0,0,0
8533000,-210.497092,100,3,2,'2 0 1 2 Z Z 2 0 ,D,0.601735,0.131489,3.488967,0.601735,0,0,0.601735,0.131489,1,0,0,0,1,0,0,0
8534000,-214.945418,46,3,0,'2 1 0 2 1 2 2 2 ,D,0.389241,0.03283,2.248642,0.389241,0.03283,0.389241,0.389241,0.389241,1,0,0,0,1,0,0,0
8535000,-211.545119,67,2,1,'1 1 0 1 0 Z 1 1 ,D,0.251306,0.251306,4.056406,0.251306,4.056406,0,0.251306,0.251306,1,0,0,0,1,0,0,0
8536000,-214.247174,9,2,0,'1 1 0 1 0 1 1 1 ,D,0.474586,0.474586,5.070332,0.474586,5.070332,0.474586,0.474586,0.474586,1,0,0,0,1,0,0,0
8537000,-213.360147,67,2,0,'1 1 0 1 1 1 1 1 ,D,0.385087,0.385087,4.818432,0.385087,0.385087,0.385087,0.385087,0.385087,1,0,0,0,1,0,0,0
8538000,-212.416835,67,2,0,'1 1 0 1 1 1 1 1 ,D,0.330431,0.330431,3.654605,0.330431,0.330431,0.330431,0.330431,0.330431,1,0,0,0,1,0,0,0
8539000,-211.917785,67,2,0,'1 1 0 1 1 1 1 1 ,D,0.306863,0.306863,4.033982,0.306863,0.306863,0.306863,0.306863,0.306863,1,0,0,0,1,0,0,0
8540000,-214.935467,46,2,0,'1 1 0 1 1 1 1 1 ,D,0.262278,0.262278,3.777437,0.262278,0.262278,0.262278,0.262278,0.262278,1,0,0,0,1,0,0,0
8541000,-210.872706,48,3,0,'2 1 0 2 2 2 2 1 ,D,0.477122,0.08996,3.956664,0.477122,0.477122,0.477122,0.477122,0.08996,1,0,0,0,1,0,0,0
8542000,-214.470295,3,3,1,'0 0 2 0 1 0 0 Z ,D,0.482528,0.482528,4.21318,0.482528,5.736366,0.482528,0.482528,0,1,0,0,0,1,0,0,0
8543000,-214.440509,87,2,0,'0 0 1 0 1 0 0 0 ,D,0.414018,0.414018,3.991673,0.414018,3.991673,0.414018,0.414018,0.414018,1,0,0,0,1,0,0,0
8544000,-216.186352,57,2,1,'0 0 1 0 0 Z 0 0 ,D,0.31706,0.31706,5.62864,0.31706,0.31706,0,0.31706,0.31706,1,0,0,0,1,0,0,0
8545000,-212.125827,3,2,1,'1 1 0 1 0 Z 1 1 ,D,0.252147,0.252147,4.446635,0.252147,4.446635,0,0.252147,0.252147,1,0,0,0,1,0,0,0
8546000,-207.222424,67,3,0,'0 2 1 0 1 1 0 2 ,D,0.545013,0.166348,2.673524,0.545013,2.673524,2.673524,0.545013,0.166348,1,0,0,0,1,0,0,0
8547000,-212.774547,88,2,0,'0 0 1 0 1 0 0 0 ,D,0.255796,0.255796,4.153651,0.255796,4.153651,0.255796,0.255796,0.255796,1,0,0,0,1,0,0,0
8548000,-210.695665,67,2,1,'0 0 1 0 1 Z 0 0 ,D,0.372674,0.372674,4.564889,0.372674,4.564889,0,0.372674,0.372674,1,0,0,0,1,0,0,0
8549000,-213.347193,68,3,0,'2 0 1 2 1 2 2 2 ,D,0.664813,0.230214,2.490985,0.664813,2.490985,0.664813,0.664813,0.664813,1,0,0,0,1,0,0,0
8550000,-214.253714,21,2,1,'1 1 0 1 0 Z 1 1 ,D,0.277886,0.277886,4.809552,0.277886,4.809552,0,0.277886,0.277886,1,0,0,0,1,0,0,0
8551000,-212.970861,62,3,1,'0 0 1 0 2 Z 0 0 ,D,0.455614,0.455614,4.365499,0.455614,7.036249,0,0.455614,0.455614,1,0,0,0,1,0,0,0
8552000,-214.340129,77,2,0,'1 1 0 1 0 0 1 1 ,D,0.324949,0.324949,2.428204,0.324949,2.428204,2.428204,0.324949,0.324949,1,0,0,0,1,0,0,0
8553000,-212.595182,99,3,0,'0 0 1 2 1 2 2 0 ,D,0.221139,0.221139,3.045194,0.91331,3.045194,0.91331,0.91331,0.221139,1,0,0,0,1,0,0,0
8554000,-214.158559,52,2,1,'0 0 1 0 1 Z 0 0 ,D,0.400239,0.400239,4.343946,0.400239,4.343946,0,0.400239,0.400239,1,0,0,0,1,0,0,0
8555000,-211.398781,67,2,0,'0 0 1 0 1 0 0 0 ,D,0.332943,0.332943,3.223686,0.332943,3.223686,0.332943,0.332943,0.332943,1,0,0,0,1,0,0,0
8556000,-211.474468,3,2,0,'0 0 1 0 1 0 0 0 ,D,0.34948,0.34948,4.379077,0.34948,4.379077,0.34948,0.34948,0.34948,1,0,0,0,1,0,0,0
8557000,-215.193952,46,2,2,'0 0 1 0 Z Z 0 0 ,D,0.284387,0.284387,3.725003,0.284387,0,0,0.284387,0.284387,1,0,0,0,1,0,0,0
8558000,-217.643131,12,2,0,'0 0 1 0 1 0 0 0 ,D,0.397994,0.397994,4.984128,0.397994,4.984128,0.397994,0.397994,0.397994,1,0,0,0,1,0,0,0
8559000,-214.166143,9,2,1,'0 0 1 0 Z 0 0 0 ,D,0.328654,0.328654,4.42113,0.328654,0,0.328654,0.328654,0.328654,1,0,0,0,1,0,0,0
8560000,-210.795829,67,2,0,'1 1 0 1 0 1 1 1 ,D,0.359499,0.359499,4.329381,0.359499,4.329381,0.359499,0.359499,0.359499,1,0,0,0,1,0,0,0
8561000,-212.552284,88,2,0,'0 0 1 0 1 0 0 0 ,D,0.270715,0.270715,4.154446,0.270715,4.154446,0.270715,0.270715,0.270715,1,0,0,0,1,0,0,0
8562000,-213.604562,92,2,1,'0 0 1 0 1 Z 0 0 ,D,0.461376,0.461376,5.039028,0.461376,5.039028,0,0.461376,0.461376,1,0,0,0,1,0,0,0
8563000,-209.396396,3,3,0,'2 1 0 2 0 2 2 1 ,D,0.417725,0.212913,3.415596,0.417725,3.415596,0.417725,0.417725,0.212913,1,0,0,0,1,0,0,0
8564000,-215.964956,49,2,1,'1 1 0 1 1 Z 1 1 ,D,0.327523,0.327523,2.730684,0.327523,0.327523,0,0.327523,0.327523,1,0,0,0,1,0,0,0
8565000,-214.112835,74,2,0,'0 0 1 0 1 0 0 0 ,D,0.304543,0.304543,4.392861,0.304543,4.392861,0.304543,0.304543,0.304543,1,0,0,0,1,0,0,0
8566000,-213.643721,33,2,0,'0 0 1 0 0 0 0 0 ,D,0.326522,0.326522,4.414114,0.326522,0.326522,0.326522,0.326522,0.326522,1,0,0,0,1,0,0,0
8567000,-216.31688,74,2,1,'0 0 1 0 1 1 0 Z ,D,0.545099,0.545099,3.427188,0.545099,3.427188,3.427188,0.545099,0,1,0,0,0,1,0,0,0
8568000,-209.738949,8,4,1,'3 0 1 0 Z 1 2 0 ,D,0.644217,0.14636,3.343757,0.14636,0,3.343757,1.070308,0.14636,1,0,0,0,1,0,0,0
8569000,-213.492764,3,2,2,'1 1 0 1 Z 0 1 Z ,D,0.268456,0.268456,2.921448,0.268456,0,2.921448,0.268456,0,1,0,0,0,1,0,0,0
8570000,-222.331969,18,2,1,'0 Z 1 0 0 0 0 0 ,D,0.902425,0,2.693732,0.902425,0.902425,0.902425,0.902425,0.902425,1,0,0,0,1,0,0,0
8571000,-219.447397,49,2,2,'1 Z 0 1 Z 1 1 1 ,D,0.605118,0,1.930136,0.605118,0,0.605118,0.605118,0.605118,1,0,0,0,1,0,0,0
8572000,-216.642171,25,2,3,'1 Z 0 1 Z Z 1 1 ,D,0.895341,0,4.800385,0.895341,0,0,0.895341,0.895341,1,0,0,0,1,0,0,0
8573000,-217.714314,88,2,1,'0 Z 1 0 0 1 0 0 ,D,0.779546,0,2.323993,0.779546,0.779546,2.323993,0.779546,0.779546,1,0,0,0,1,0,0,0
8574000,-217.47339,49,2,1,'0 Z 1 0 0 0 0 0 ,D,0.74123,0,2.156215,0.74123,0.74123,0.74123,0.74123,0.74123,1,0,0,0,1,0,0,0
8575000,-218.102079,25,2,1,'0 Z 1 0 1 0 0 0 ,D,0.896634,0,2.885151,0.896634,2.885151,0.896634,0.896634,0.896634,1,0,0,0,1,0,0,0
8576000,-215.803354,67,2,2,'0 Z 1 1 Z 1 0 0 ,D,0.733373,0,1.649139,1.649139,0,1.649139,0.733373,0.733373,1,0,0,0,1,0,0,0
8577000,-219.561698,46,2,1,'0 Z 1 1 0 1 1 1 ,D,0.585956,0,1.259748,1.259748,0.585956,1.259748,1.259748,1.259748,1,0,0,0,1,0,0,0
8578000,-217.891128,99,2,1,'0 Z 1 1 1 0 1 1 ,D,0.747663,0,1.349505,1.349505,1.349505,0.747663,1.349505,1.349505,1,0,0,0,1,0,0,0
8579000,-214.158172,67,3,1,'0 Z 2 1 2 0 1 1 ,D,0.556392,0,1.874223,1.287756,1.874223,0.556392,1.287756,1.287756,1,0,0,0,1,0,0,0
8580000,-217.58324,67,2,1,'0 Z 1 0 0 0 0 0 ,D,1.257835,0,3.620738,1.257835,1.257835,1.257835,1.257835,1.257835,1,0,0,0,1,0,0,0
8581000,-214.933143,67,2,1,'0 Z 1 0 0 0 0 0 ,D,0.969007,0,3.19115,0.969007,0.969007,0.969007,0.969007,0.969007,1,0,0,0,1,0,0,0
8582000,-215.927853,88,2,2,'1 Z 0 1 1 Z 1 1 ,D,0.802919,0,4.579815,0.802919,0.802919,0,0.802919,0.802919,1,0,0,0,1,0,0,0
8583000,-217.129957,67,2,2,'1 Z 0 1 1 Z 1 1 ,D,1.157401,0,5.649248,1.157401,1.157401,0,1.157401,1.157401,1,0,0,0,1,0,0,0
8584000,-221.301467,41,2,2,'1 Z 0 1 Z 0 1 1 ,D,0.667431,0,4.684012,0.667431,0,4.684012,0.667431,0.667431,1,0,0,0,1,0,0,0
8585000,-216.587578,67,2,2,'0 Z 1 0 1 Z 0 0 ,D,1.016069,0,4.293826,1.016069,4.293826,0,1.016069,1.016069,1,0,0,0,1,0,0,0
8586000,-218.650202,72,2,3,'0 Z 1 0 Z Z 0 0 ,D,0.787384,0,1.930881,0.787384,0,0,0.787384,0.787384,1,0,0,0,1,0,0,0
8587000,-220.399679,32,2,2,'0 Z 1 0 Z 0 0 0 ,D,1.153266,0,2.775766,1.153266,0,1.153266,1.153266,1.153266,1,0,0,0,1,0,0,0
8588000,-218.372961,8,2,2,'0 Z 1 0 0 Z 0 0 ,D,1.041053,0,3.959649,1.041053,1.041053,0,1.041053,1.041053,1,0,0,0,1,0,0,0
8589000,-218.21365,46,2,2,'0 Z 1 0 Z 0 0 0 ,D,1.112177,0,3.550262,1.112177,0,1.112177,1.112177,1.112177,1,0,0,0,1,0,0,0
8590000,-214.020501,9,2,0,'1 1 0 1 0 1 1 1 ,D,0.443569,0.443569,3.075132,0.443569,3.075132,0.443569,0.443569,0.443569,1,0,0,0,1,0,0,0
8591000,-212.70767,67,2,1,'1 1 0 1 1 Z 1 1 ,D,0.356777,0.356777,4.637616,0.356777,0.356777,0,0.356777,0.356777,1,0,0,0,1,0,0,0
8592000,-215.059804,3,2,0,'1 1 0 1 0 1 1 1 ,D,0.279684,0.279684,5.887637,0.279684,5.887637,0.279684,0.279684,0.279684,1,0,0,0,1,0,0,0
8593000,-214.250253,57,2,1,'1 1 0 1 Z 1 1 1 ,D,0.226179,0.226179,4.409595,0.226179,0,0.226179,0.226179,0.226179,1,0,0,0,1,0,0,0
8594000,-214.288425,67,2,0,'1 1 0 1 0 1 1 1 ,D,0.493914,0.493914,2.281497,0.493914,2.281497,0.493914,0.493914,0.493914,1,0,0,0,1,0,0,0
8595000,-215.864682,26,3,1,'2 2 0 1 1 Z 1 1 ,D,0.077685,0.077685,4.646382,0.695675,0.695675,0,0.695675,0.695675,1,0,0,0,1,0,0,0
8596000,-208.056024,67,3,1,'0 2 1 0 0 Z 0 0 ,D,0.631517,0.102009,4.709911,0.631517,0.631517,0,0.631517,0.631517,1,0,0,0,1,0,0,0
8597000,-213.262046,61,2,0,'0 0 1 0 1 0 0 0 ,D,0.358227,0.358227,4.056482,0.358227,4.056482,0.358227,0.358227,0.358227,1,0,0,0,1,0,0,0
8598000,-212.511727,33,3,1,'0 0 2 0 1 Z 0 0 ,D,0.408686,0.408686,4.795872,0.408686,7.460107,0,0.408686,0.408686,1,0,0,0,1,0,0,0
8599000,-217.225981,24,2,1,'0 0 1 0 1 Z 0 0 ,D,0.566849,0.566849,4.695492,0.566849,4.695492,0,0.566849,0.566849,1,0,0,0,1,0,0,0
8600000,-212.679835,49,2,0,'1 1 0 1 0 1 1 1 ,D,0.323038,0.323038,3.706785,0.323038,3.706785,0.323038,0.323038,0.323038,1,0,0,0,1,0,0,0
8601000,-215.621257,87,2,2,'0 0 1 0 Z Z 0 0 ,D,0.216727,0.216727,4.269748,0.216727,0,0,0.216727,0.216727,1,0,0,0,1,0,0,0
8602000,-214.247703,49,2,0,'0 0 1 0 1 0 0 0 ,D,0.399708,0.399708,5.586665,0.399708,5.586665,0.399708,0.399708,0.399708,1,0,0,0,1,0,0,0
8603000,-214.16773,25,2,0,'0 0 1 0 0 0 0 0 ,D,0.235289,0.235289,4.621906,0.235289,0.235289,0.235289,0.235289,0.235289,1,0,0,0,1,0,0,0
8604000,-214.151496,64,2,0,'0 0 1 0 1 0 0 0 ,D,0.386731,0.386731,4.648776,0.386731,4.648776,0.386731,0.386731,0.386731,1,0,0,0,1,0,0,0
8605000,-217.071796,49,2,1,'1 1 0 0 0 0 0 Z ,D,0.370809,0.370809,1.108192,1.108192,1.108192,1.108192,1.108192,0,1,0,0,0,1,0,0,0
8606000,-219.126435,42,2,0,'1 0 1 1 1 1 1 1 ,D,0.637985,0.163334,0.637985,0.637985,0.637985,0.637985,0.637985,0.637985,1,0,0,0,1,0,0,0
8607000,-214.43651,67,2,1,'1 0 1 1 1 1 1 Z ,D,0.809047,0.1903,0.809047,0.809047,0.809047,0.809047,0.809047,0,1,0,0,0,1,0,0,0
8608000,-211.328279,88,3,0,'2 1 0 2 0 0 0 1 ,D,0.344378,0.226902,1.470647,0.344378,1.470647,1.470647,1.470647,0.226902,1,0,0,0,1,0,0,0
8609000,-209.253471,67,2,1,'1 1 0 1 0 0 0 Z ,D,0.322923,0.322923,2.452811,0.322923,2.452811,2.452811,2.452811,0,1,0,0,0,1,0,0,0
8610000,-211.115884,3,2,1,'0 0 1 0 1 1 1 Z ,D,0.236816,0.236816,2.194051,0.236816,2.194051,2.194051,2.194051,0,1,0,0,0,1,0,0,0
8611000,-214.621265,53,2,0,'0 0 1 0 1 0 0 0 ,D,0.345007,0.345007,4.748934,0.345007,4.748934,0.345007,0.345007,0.345007,1,0,0,0,1,0,0,0
8612000,-214.663071,3,3,0,'0 0 2 0 1 2 0 0 ,D,0.515639,0.515639,3.687067,0.515639,5.576054,3.687067,0.515639,0.515639,1,0,0,0,1,0,0,0
8613000,-208.317174,25,3,2,'0 2 1 2 Z 1 0 Z ,D,0.545652,0.188982,2.297366,0.188982,0,2.297366,0.545652,0,1,0,0,0,1,0,0,0
8614000,-216.269444,34,2,0,'0 0 1 0 0 0 0 0 ,D,0.221313,0.221313,3.82467,0.221313,0.221313,0.221313,0.221313,0.221313,1,0,0,0,1,0,0,0
8615000,-211.899132,3,2,0,'0 0 1 0 1 0 0 0 ,D,0.406212,0.406212,3.68008,0.406212,3.68008,0.406212,0.406212,0.406212,1,0,0,0,1,0,0,0
8616000,-214.359879,9,3,0,'0 0 1 0 2 0 0 0 ,D,0.549349,0.549349,2.970405,0.549349,5.080216,0.549349,0.549349,0.549349,1,0,0,0,1,0,0,0
8617000,-214.508398,48,2,0,'0 0 1 0 0 0 0 0 ,D,0.254253,0.254253,4.912986,0.254253,0.254253,0.254253,0.254253,0.254253,1,0,0,0,1,0,0,0
8618000,-211.987716,67,2,0,'1 1 0 1 0 1 1 1 ,D,0.344228,0.344228,2.821498,0.344228,2.821498,0.344228,0.344228,0.344228,1,0,0,0,1,0,0,0
8619000,-219.325483,67,2,1,'0 0 0 0 1 0 0 Z ,D,0.576778,0.576778,0.576778,0.576778,11.585129,0.576778,0.576778,0,1,0,0,0,1,0,0,0
8620000,-218.541229,67,2,1,'0 0 0 0 1 0 0 Z ,D,0.665043,0.665043,0.665043,0.665043,9.036247,0.665043,0.665043,0,1,0,0,0,1,0,0,0
8621000,-216.258603,9,3,1,'1 1 2 0 2 0 2 Z ,D,0.37599,0.37599,1.865307,1.417331,1.865307,1.417331,1.865307,0,1,0,0,0,1,0,0,0
8622000,-214.924413,88,2,2,'0 0 1 0 Z 1 0 Z ,D,0.414893,0.414893,3.836438,0.414893,0,3.836438,0.414893,0,1,0,0,0,1,0,0,0
8623000,-213.170994,42,3,1,'0 0 2 0 1 1 2 Z ,D,0.22389,0.22389,2.103435,0.22389,2.732557,2.732557,2.103435,0,1,0,0,0,1,0,0,0
8624000,-209.56367,67,2,1,'0 0 1 0 1 1 1 Z ,D,0.352426,0.352426,2.628617,0.352426,2.628617,2.628617,2.628617,0,1,0,0,0,1,0,0,0
8625000,-213.220381,100,2,1,'1 1 0 1 0 0 0 Z ,D,0.237647,0.237647,2.231563,0.237647,2.231563,2.231563,2.231563,0,1,0,0,0,1,0,0,0
8626000,-208.675133,3,3,0,'0 2 1 0 1 2 0 0 ,D,0.560463,0.200989,3.322804,0.560463,3.322804,0.200989,0.560463,0.560463,1,0,0,0,1,0,0,0
8627000,-215.621422,14,2,1,'1 1 0 1 0 Z 1 1 ,D,0.471457,0.471457,5.25698,0.471457,5.25698,0,0.471457,0.471457,1,0,0,0,1,0,0,0
8628000,-213.180236,9,2,2,'0 0 1 0 Z 1 0 Z ,D,0.378748,0.378748,2.364037,0.378748,0,2.364037,0.378748,0,1,0,0,0,1,0,0,0
8629000,-214.348217,81,2,1,'1 1 0 1 1 0 1 Z ,D,0.349604,0.349604,2.200735,0.349604,0.349604,2.200735,0.349604,0,1,0,0,0,1,0,0,0
8630000,-212.371227,67,2,1,'1 1 0 1 0 0 0 Z ,D,0.496558,0.496558,2.98793,0.496558,2.98793,2.98793,2.98793,0,1,0,0,0,1,0,0,0
8631000,-212.1316,88,2,1,'1 1 0 1 0 0 0 Z ,D,0.36925,0.36925,2.874818,0.36925,2.874818,2.874818,2.874818,0,1,0,0,0,1,0,0,0
8632000,-209.448076,67,2,1,'0 0 1 0 1 1 1 Z ,D,0.373536,0.373536,2.26638,0.373536,2.26638,2.26638,2.26638,0,1,0,0,0,1,0,0,0
8633000,-213.810866,89,3,1,'1 1 2 1 0 2 0 Z ,D,0.289416,0.289416,2.457393,0.289416,1.756935,2.457393,1.756935,0,1,0,0,0,1,0,0,0
8634000,-214.26262,3,2,2,'0 0 1 0 Z Z 0 0 ,D,0.353546,0.353546,3.384463,0.353546,0,0,0.353546,0.353546,1,0,0,0,1,0,0,0
8635000,-213.935407,3,2,1,'1 1 0 1 Z 0 1 1 ,D,0.249576,0.249576,4.807526,0.249576,0,4.807526,0.249576,0.249576,1,0,0,0,1,0,0,0
8636000,-215.275397,62,2,1,'0 0 1 0 0 1 0 Z ,D,0.35847,0.35847,4.239568,0.35847,0.35847,4.239568,0.35847,0,1,0,0,0,1,0,0,0
8637000,-209.400346,67,2,1,'0 0 1 0 1 1 1 Z ,D,0.277564,0.277564,2.048185,0.277564,2.048185,2.048185,2.048185,0,1,0,0,0,1,0,0,0
8638000,-209.871091,67,3,1,'2 0 1 0 1 1 1 Z ,D,0.356529,0.180281,1.22579,0.180281,1.22579,1.22579,1.22579,0,1,0,0,0,1,0,0,0
8639000,-211.169093,49,2,1,'1 1 0 1 0 0 0 Z ,D,0.336879,0.336879,2.183624,0.336879,2.183624,2.183624,2.183624,0,1,0,0,0,1,0,0,0
8640000,-212.489939,21,2,1,'0 0 1 0 1 1 1 Z ,D,0.269129,0.269129,2.167978,0.269129,2.167978,2.167978,2.167978,0,1,0,0,0,1,0,0,0
8641000,-214.741809,41,2,1,'0 0 1 0 1 1 1 Z ,D,0.251931,0.251931,1.750353,0.251931,1.750353,1.750353,1.750353,0,1,0,0,0,1,0,0,0
8642000,-212.902862,57,3,0,'0 0 2 0 1 2 1 0 ,D,0.209826,0.209826,3.413519,0.209826,1.191015,3.413519,1.191015,0.209826,1,0,0,0,1,0,0,0
8643000,-209.115017,67,3,1,'0 0 2 0 2 2 1 Z ,D,0.367507,0.367507,3.364177,0.367507,3.364177,3.364177,1.771409,0,1,0,0,0,1,0,0,0
8644000,-209.808771,88,3,1,'1 2 0 2 0 0 0 Z ,D,0.398439,0.093994,2.295334,0.093994,2.295334,2.295334,2.295334,0,1,0,0,0,1,0,0,0
